text,location,phase
pmsir u yr duty perlord krishna without looking duryodhana shakuni dharitrashtra anywhere u yr best direct transfer migrant workers disturbed state govt didnt pass free rashan pl increase rashanqty 10kg,delhi,1
heartbreaking video little boy seen asleep suitcase migrant parents take long journey home punjab uttar pradesh migrantlabourers corornaviruslockdownmigrantlabourers corornaviruslockdown,kolkata,1
105 trains arranged government bengal bring back migrant workers back home families ourown family lockdown4 migrantworkers bengalfightscorona westbengal mamatabanerjeeourown family lockdown4 migrantworkers bengalfightscorona westbengal mamatabanerjee,kolkata,1
paining india gave cruel railway minister able provide train millions migrants road walk 1700 km reach destination crisis shame,kolkata,1
railway minister piyush goyal thursday said several migrants wanted return west bengal warned state government accept could several cases people walking… https www instagram com p calfi0ch7po igshid 15912n931uoxn,kolkata,1
hemantsorenjmm honbl cm sir pls help migrant labour malda dist west bengal 14 twenty workers want return home ckp malda money amp food need kind help belongs minority http community contact person ashif 74701 70128,kolkata,1
please dont follow centre guidelines treatment management covid low testing poor contact tracing opening economy soon bad discharge policy prove disaster coming weeks tn great job decide based situation,chennai,1
hope govt organises flight rescue stranded citizen requires special treatment face tears joy face tears joy vanakkamdamaplavanakkamdamapla,chennai,1
sir deep problem regarding financial situation stucked chennai even family facing problems howrah visited chennai treatment sir please arrange shramik trains chennai howrah return home,chennai,1
treatment,chennai,1
pl let understand wud increase proper diagonise early treatment made known deseases effect shd ppls shd suffer lack govt efforts,chennai,1
deviate topic ill treatment junior doctors given justice kindly look matter emergency basis chouhanshivraj officeofssc drnarottammisra 14 n mentioned tweets refers pavankumarlmor1 refers pavan amp shashank,bangalore,1
fate common mans country leaders promising giving sops good humanly treatment time distress,bangalore,1
cpm leaders kerala r vociferous criticizing usa സാമ്രാജ്വത മുതലാളിത്ത etc fms daughter usa cm party secretary goes usa treatment b4 criticising chk pm never told destroy foreign goods hv present vocal 4 local,bangalore,1
hardeepspuri sir manipur aunt traveled guwahati treatment march booked flight ticket 4th may guwahati imphal flight fare 18360 airlines ready refund amount without giving service,bangalore,1
one cares atrocities human right violations sufferings due locksdown e g migrant labors sadhus killings deliberate spread virus non treatment ailments doctors amp hospitals china disease poor farmers amp daily wage earners indiatoday,bangalore,1
local manufacture good may better drugs treatment virus lets wait,hyderabad,1
request recommendation akbarowaisi mim telangana cm k chandrashekhar rao assured sanction amount rs 10 lakhs treatment syed jahangir pasha r fateshahnagar saidabad treatment done nims hospital punjagutta asadowaisi telanganacmo,hyderabad,1
covid19 telangana two deaths due coronavirus took total death toll state 34 wednesday 41 new positive cases reported 394 patients treatment rachakondacop telanganacmo telanganadgp telanganahealth hydtpcovid19 telangana,hyderabad,1
request recommendation akbaruddin owaisi telangana cm k chandrashekhar rao assured sanction amount rs 10 lakhs treatment syed jahangir pasha r fateshahnagar saidabad treatment done nims hospital punjagutta aimim national asadowaisi,hyderabad,1
request recommendation akbaruddin owaisi telangana cm k chandrashekhar rao assured sanction amount rs 10 lakhs treatment syed jahangir pasha r fateshahnagar saidabad treatment done nims hospital punjagutta aimim national asadowaisi,hyderabad,1
simple maths give u people hospitalized treatment recovered,mumbai,1
hv enormous respect work dont know stubborn times shd hv cover ed worli koliwada seen pain ppl due sealing r unable get essential stuff non convid patients r dying bcoz lack timely treatment,mumbai,1
without lung treatment staying kasturba gandhi hospital 14 days treating covid something terrible happens incharge tht crisis plz look authackeray mataonline,mumbai,1
situation critical breathe oxygen kept general ward rather keeping icu ward promised confirmed shushrusha hospital plz look matter start treatment atleast authackeray,mumbai,1
flash russia says interim results trails favipiravir effective says 60 40 patients took favipiravir tested negative coronavirus five days treatment,delhi,1
anilvijminister mlkhattar facilities jind city govt hospital emergency condition please read take necessary action folded hands folded hands something emergency doctors govt hospital jind admit persons better treatment,delhi,1
flash russia says interim results trails favipiravir effective says 60 40 patients took favipiravir tested negative coronavirus five days treatment,delhi,1
treatment guidelines covid19 treatment many webinars,delhi,1
right equality fundamental right people enshrined constitution bjp govts inhuman treatment towards workers undermines right since 24th march 2020 110 workers died fault deplorable मजदूर माफ नही करेंगे,delhi,1
intravenous use commercial disinfectants treatment novel coronavirus covid 19 unconventional evidence,kolkata,1
cheap treatment clear fools throat nothing else,kolkata,1
tn esp chennai boasts fine hospitals ppl india neighbouring countries flock high quality treatment utter failure govt getting concerned page hospitals communities health workers etc sad look kerala,kolkata,1
budgam even countries like us uk european countries go sensetive area dont follow traffic rules suppose halt co operate security force u trateted bulltes u go world u find treatmentbudgam,kolkata,1
kashmir known jannat india aur called jannat ke logoin ko aisa treatment milta hai jaan ki qadr itna kam shot dead jumping naka wah india india khub tarakki kar rhe humanity human kashmir budgamjannat kashmir budgam,kolkata,1
chennaipolice chennaicorp tnpolice hq thought people supposed fined arrested dont follow norms lax especially near hospital tea stall open takeaway allowed shut please,chennai,1
nothing worry home quarantine best medicine except paracetamol needed gets serious symptoms go hospital,chennai,1
new hope hospital chennai india https www instagram com p cako4nebeu5 igshid 271cnbngc2um,chennai,1
arent people fined police wearing masks least near hospitals given take seriously war footing tnpolice hq chennaipolice chennaicorp cmotamilnadu please sir,chennai,1
irrespective govt heart melted reading ur tweet dont know say feel like happening everywhere tn hospitals im afraid testing reports showing every tn news channel mess stating many test done compared others,chennai,1
yup ppl r falling bjp narratve undrstd st govt hide data kits r contrlld icmr cent covid hospitals r scanner various agncies recovery n deaths recrded cent amp st govt hlth depts st govt may arrange data cant hide,bangalore,1
charges covid19 testing 4500 charges quarantine 1500 2000 day charges admission pvt hospital 5l emergency pandemic act invoked pm care funds collected taxes increased petrol liquor feels like taken ride enough jumalebajicovid19,bangalore,1
taklus infamous sneaking hospitals stealing new borns birth record make sensational story bc economics expert banenge,bangalore,1
former underworld muthappa rai critical bengaluru hospital indianexpress read https bit ly 2wutump,bangalore,1
isnt fm afghanistan hospital,bangalore,1
yesterday hve taken brother care hospital gachibowli bro got chest pain er hod refuse investigations directly told go another hospital v went rude behaviour dr shiva kumar frm 100kms hve came carehospitalsin thhyderabad,hyderabad,1
finminindia please inform benefits provided front line covid warriors small clinics small diagnostics amp small hospitals cater 75 percent health care private sector india dr chinthamadaka sai ram cell 9849032198,hyderabad,1
aims pgi jipmer retain doctors better work culture salary would slightly normal govt hospitals similar role assuming,hyderabad,1
oh takers 3 5 lakh month difficult area asked 35 year old orthopedic surgeon salaries attract talent govt hospitals based tweet info,hyderabad,1
aimim nampally constituency free ambulance service shifted one patient owaisi hospital nmdc humayun nagar road thursday 14 may 2020 time 04 20 pm 06 10 pm hyderabad emergency call mohammed haroon osman 91 93911 01110 asadowaisi aimim nationalaimim owaisi hospital nmdc,hyderabad,1
right first day lockdown worried go help try help someone definitely get way help food hospital issue glad say worked home helping people continue folded hands,mumbai,1
guna 13 labourers injured bus travelling collided truck raghogarh yesterday late night injured shifted hospital bus plying pune maharashtra uttarakhand madhyapradeshlabourers pune maharashtra uttarakhand madhyapradesh,mumbai,1
enable apply e pass sir travel private vehicle kindly help sir urgently need take cat hospital today kindly find appointment letter thankyou,mumbai,1
mumbaipolice cpmumbaipolice dgpmaharashtra mtptraffic rsptd sir friend mr nitant mulgaonkar sister needs urgently travel bhandup dr chariars pet speciality hospital thane koliwada today e 15 may 2020 cat diagnosed related abdomen,mumbai,1
hello sir pmoindia drsjaishankar narendramodi friend france baby 10 days old native goa babys mother well doctor asked admit hospital one family help,mumbai,1
heard churches waft bord lot land pool sell give government build hospital schools,delhi,1
guna 13 labourers injured bus travelling collided truck raghogarh yesterday late night injured shifted hospital bus plying pune maharashtra uttarakhand madhyapradesh digvijaya 28 jvsinghincmadhyapradesh,delhi,1
spotted outside bunglow emptied cash vessel pocketed money fake covid 19 relief hung albatross around hospital authorities necks fudging figures covid 19 deaths stashed enough money media reality 1of 2,delhi,1
mitron couldnt build decent hospital good health care infrastructure dream away,kolkata,1
bongio samaj bengaluru committed society first time namma bengaluru bongio samaj association apollo hospital organising facebook live interactive session held 23rd may 2020 4pm onwards join click https www facebook com bongio samajadmin 1,kolkata,1
yes labour traveling hiding lorry kolkata checking caught sent g hospital check found corona positive,kolkata,1
hospital superintendent dr sisir naskar said comment allegations communicate number provided us behalf family trust neutral hospital authority bjps paid troller whos quite famous spreading fake narrative,kolkata,1
time good mango market gone back decades artificially stimulating mangoes ripe good health,chennai,1
making esic voluntary individual informal workers deplorable negation commitment provide universal health coverage spectacular failure even covid19 convince india move genuine uhccovid19,chennai,1
covid 19 unprecedented situation health care crisis seen lifetime eager hear conversation medical leaders sadhguru live today 8 30 pm ist 11 00 us eastern time http isha co medicalleaderswithsadhguru yt medicalleaderswithsadhguru,chennai,1
good news people got infected recovered start life person rowing boat,chennai,1
wish happy birthday mam god give health happiness safety peaceful life vg tamizharason tamil nadu,chennai,1
drashwathcn please take decision engg students online classes effective students cant understand online classes stressed due covid 19if u keep exam cant write sake students please promote byconsidering health promote,bangalore,1
hmoindia bhallaajay26 pmoindia sir please open godowns send workers home amp enforce lockdown create vision doc india amp reform edu health agri amp judiciary focus services amp technology band aid 20l cr sufficient thx ndtvindia,bangalore,1
one step ahead content life smiling face selector follow health amp wellness blogs kick start healthy living style backhand index pointing right https bbsquarelife com health fitness healthylife wellnesshealthylife wellness,bangalore,1
district collector arrange health camp sanitation workers jangaon ulb coordination municipal commissioner amp staff dmho amp staff distributed sanitory kits sanitation workers stayhomestaysafesavelives socialdistancing sanitation handwashing maskonstayhomestaysafesavelives socialdistancing sanitation handwashing handwashing maskon,hyderabad,1
apealed chief minister maharashtra state health minister amp collector solapur district issues nabhik samaj hair saloons amp beauty parlors centres,hyderabad,1
please extend retirement age governament doctors health care staffs telangana urgently combat covid 19,hyderabad,1
sadhgurujv insists always part solution problem catch live top health professions stanfordmed harvardmed mdandersonnews columbiamedic 8pm ist http youtu uly9b0ijd0c medicalleaderswithsadhgurumedicalleaderswithsadhguru,hyderabad,1
use hashtags without hashtags people find post use hashtags related health like health body skinhealth body skin,mumbai,1
opportunities cheap question question ask center answer call bad health politics,mumbai,1
salaried middle class lost modi small orange diamond income tax benefits small orange diamond emi relief small orange diamond rent relief small orange diamond fuel gst tax keeps rising small orange diamond fee benefits education small orange diamond health care benefits small orange diamond small savings fd ppf rate low modi taken middle class granted,mumbai,1
mohfw india cmofkarnataka institutional quarantine train passenger bangalore dangerous send home quarantine local police station health authorities really making joke coronavirus piyushgoyal narendramodi ndtvcoronavirus,mumbai,1
nitish ji done health sector bihar last 15 years nothing ekdm zero nitishkumar yadavtejashwi shadabmoizee,delhi,1
lockdown day 51 india stay home stay safe chinesevirus wishing everyone best health smiling face halo smiling face halo india india designs isabeloriginal1 contact 919717818382 want book photoshoot buy work of… https www instagram com p calxysmp5te igshid yb7pa60uo76cchinesevirus,delhi,1
health important employees salary,delhi,1
wish every state health minister like,delhi,1
covid19 continues patients across globe worried pandemic related stress affect familys long term mentalhealt physical health blog dedicated would mommy newbie moms red heart mentalhealthmonth https www linkedin com pulse pandemic pregnancies pregnancy matters maanushi ranacovid19 mentalhealt blog mommy newbie mentalhealthmonth,delhi,1
jogu da please keep writing sending trash letters least keep busy good mental health otherwise doesnt really matter anyone keep writing,kolkata,1
dedicated jharkhandpolice jsr police bannagupta76 health minister cm hemantsorenjmm staysafestayhomestaysafestayhome,kolkata,1
playing lives delhi people malls school institutions non essential sectors wants open demand people delhi cases surging high many claiming faulty datas delhi health bulletin shouldnt open,kolkata,1
bengal health bulletin coronavirus new cases 24 hrs 87 deaths 24 hrs 8 discharged 24hrs 66 samples tested 24hrs 5205 total active cases 1394 total deaths due covid 143 total discharged 768,kolkata,1
ensure 3 layers protection mask nose strip available adjust masks position nose convey guidelines use masks beneficial public,chennai,1
anyone need wildcraft mask limited stock call 9940420042,chennai,1
mother teaches son make mask hard wired effortful safe face covid,chennai,1
focus select export markets india image mulplied several times world seen way virus issue handled us indian pharmaceutical companies well respected china still export bulk items like face mask,chennai,1
𝗡𝗘𝗪𝗦 rolled newspaper selector newspaper cricketers live dangers coronavirus gautam gambhir 𝗕𝘂𝘀𝗶𝗻𝗲𝘀𝘀 𝗜𝗱𝗲𝗮 light bulb thought balloon training class art living corona 𝗣𝗿𝗼𝗺𝗼𝘁𝗶𝗼𝗻 𝗢𝗳𝗳𝗲𝗿 mask amp gloves given early bird prize 𝙁𝙧𝙚𝙚 𝙁𝙧𝙚𝙚 𝙁𝙧𝙚𝙚 gloves gloves face medical maskliving corona,chennai,1
find disturbing see people wear masks chin nose mouth face medical mask request stepping home wear mask properly save amp others youre uncomfortable wearing mask please stay home folded hands india india indiafightscoronavirusindia indiafightscoronavirus,bangalore,1
therefore pledge keep mask voluntarily 4 months end pandemic f k one tells 4 4,bangalore,1
kalappa entire nation convinced able handling covid pandemic prime minister narendra modijee congress confused morning welcome steps modijee evening oppose bereft ideas pappu goes underground antonia puts mask face,bangalore,1
use mask,bangalore,1
wash hands wear mask carry sanitiser always staysure pediasure covidー19 stayhome thursdaymotivationcovid stayhome stayhome thursdaymotivation,hyderabad,1
irony poor man without mask walking alone buy threatened 1000 fine amp returned back car full 5 people let go respect secunderabad profcongsecbad3 hydtp bjp4telangana telanganacmo telanganadgp poor found wrong jaihind jaibheem salamwalekumirony poor mask secunderabad jaihind jaibheem salamwalekum,hyderabad,1
irise n95 mask production today fda ce amp iso approved fantastic work team smiling face smiling eyes covidー19 masks4all n95 startupcovid masks4all n95 startup,hyderabad,1
hydcitypolice wear mask inside car driving even windows closed ac,hyderabad,1
mumbaipolice cpmumbaipolice sir versova police station police officer 3 30 night misbehave im feeding 2 dogs inside versova police station police officer mr rayate told gate police station amp cant feeding didnt wear mask also,mumbai,1
officeofut narendramodi kindly take action area ’ hate ’ part safely ’ feel area people roaming without mask small shop 20 people together buying new cloth area kurla west pipeline,mumbai,1
lockdown due2 absence devotees sanatani bhudevs may need ration n needy material v bjymnorthmumbai distributed ration mask sanitizer materials available 2 pandit n bhudevs 2day request 2al 2do bjymcares seva4society jaishreeram jaihindbjymnorthmumbai bjymcares seva4society jaishreeram jaihind,mumbai,1
lovely please wear mask humble suggestion,mumbai,1
sooo proud r emperor pleading face flexed biceps light skin tone flexed biceps light skin tone shes unrelenting n calling fraud fake mo ’ ripping mask scooter braun taylor cud spine,delhi,1
https youtu tqlue0ofc1m easy make mask,delhi,1
dear u dont require ppe visit hospital mask enough,delhi,1
iphone needs evolve take face id mask longer obstruction way life applesupport apple tim cook,delhi,1
yesterday half mask,kolkata,1
learning adopting new life style time mobile new became part body similarly mask cap gloves part boday full sleeves shirt us improved skill lock period,kolkata,1
suffering narcissistic personality disorder npd mental condition people inflated sense importance deep need excessive attention admiration behind mask lies fragile self esteem vulnerable criticism,kolkata,1
suffering narcissistic personality disorder npd mental condition people inflated sense importance deep need excessive attention admiration behind mask lies fragile self esteem vulnerable criticism,kolkata,1
tasmac netted ₹328 crore two days dholerasmartcity lockdowndholerasmartcity,chennai,1
48 days lockdown 20lakhcrore becomes 20lackcrore ask bhakts vaada nee vaa daaa economicstimuluspackage vadiveluforlife20lakhcrore 20lackcrore economicstimuluspackage vadiveluforlife,chennai,1
swati surprised always known ppl following distancing lockdown norms transgressions day 1 compared say ktaka govt see dhanyarajendran twisted tweets make look like talking govt apathy,chennai,1
crush suriya mishra lockdown story smiling face 3 hearts smiling face heart eyes,bangalore,1
pm pan lockdown 3 days clapping burning candles 4 hrs notice lockdown untold misery poor migrants govt poor lockdown migrantlabourers migrantslockdown migrantlabourers migrants,bangalore,1
plan super power unable arrange transport migrants unplanned lockdown brought untold misery poor migrantlivesmatter migrantlabourersmigrantlivesmatter migrantlabourers,bangalore,1
even summer shrines uttarakhand opening lockdown end good loudly crying face,bangalore,1
manikondamc sir kindly specify guidelines lockdown gated community movement residents inside gated community many construction works going since 2012 continuing anybody monitoring progress r suffering lot like sound dust pollution regard,hyderabad,1
bajajfinserv3 took laptop loan bajaj electronics laptop faulty got doa done product sealed hp hpindia returned product store lockdown product received replacement paying emis every month help,hyderabad,1
𝐈𝐭𝐬 𝐦𝐲 𝐁𝐢𝐫𝐭𝐡𝐝𝐚𝐲 listening grandmaster jam session thor ragnarok soundtrack — cake time lockdown mom gowriabhiram made gulab jamun one sweets like thank you… https www instagram com p calhwnddauw igshid 1m1gbgbypa6g0,hyderabad,1
guard even lockdown,hyderabad,1
missing drama thrill lockdown go watch paatallok right guess timing tweet explains much show bingeonit primevideoin fire fire fire fire firepaatallok bingeonit,mumbai,1
pataallok easing lockdown many glowing star glowing starpataallok,mumbai,1
man brings 90 year old mother bangalore rajasthan cycle amid lockdown https www google com amp english newstracklive com ampnews son arrived rajasthan kota 90 year old mom cycle mc23 nu612 ta272 1089895 1 html,mumbai,1
really ’ worked lockdown home,delhi,1
even relaxations lockdown 4 0 life barely back normal may start going back work may start meeting people close us ’ way us risk socialising like till vaccine available,delhi,1
skill signed 3 online courses public policy political philosophy economic development berkeley harvard oxford ’ come lockdown 3 certificates p,delhi,1
first special train departs lockdown kolkata passenger luggage cart board first train 02301 howrah new delhi special departs howrah kolkata india 12 may 2020 photo indranil aditya nurphoto,kolkata,1
kolkata city joy lockdown drone shot drone kolkata kolkatadronevideo kolkatadronevideolockdown kolkatadronevideoduringlockdown dronevideoofkolkataunderlockdown https bit ly 3bssok9drone kolkata kolkatadronevideo kolkatadronevideolockdown kolkatadronevideoduringlockdown dronevideoofkolkataunderlockdown,kolkata,1
left means sustenance frustration got better prolonged lockdown anybody aware government aided group theatre units run would know pittance actor depend ₹4000 month,kolkata,1
great great made whole lockdown period sooòoo loveable n live folded hands light skin tone folded hands light skin tone folded hands light skin tone folded hands light skin tone folded hands light skin tonegreat lockdown period loveable,kolkata,1
prompt response meaindia claim made education minister west bengal shri itspcofficial ji saddened see respected minister make claims amidst lockdown https twitter com itspcofficial status 1260939718578982917,kolkata,1
ne curfew b4 tweet potta u remember tat face rolling eyes intha year end la start pandranga nu speak evil monkey,chennai,1
please share request existing curfew need help cost medical care also family need food purpose also https twitter com selvaku47689680 status 1260038757601947648 19,chennai,1
better lift curfew costs socio economically financially exchequer 6th sense people live,chennai,1
narayanan pray extension curfew,chennai,1
music director amrishrocks1 composed song friends miss loved ones curfew corona composition lyric amp vocal twitter id verified soon stayathome amrishmusicals spp media pro priyastayathome stayathome amrishmusicals,chennai,1
curfew,bangalore,1
separate state demand uttrakhand curfew town,bangalore,1
saudi arabia enforcing curfew eid stop gathering indian muslim learn saudi,bangalore,1
love cause summers cause aamras nothing better janta janta curfew,bangalore,1
proved centre state govts derailed lockdown govts sent back migrant workers b4 janta curfew amp announced lockdown causing confusion among state govts amp front line staff wondering handle situation,bangalore,1
people dying cant anything govt take action pls take strict action advise curfew 8 days unknowingly pls save solapur people,hyderabad,1
bsybjp shouldnt allow even saudi arabia shutdown mecca imposed curfew,hyderabad,1
telanganacmo folded hands markets groceries outlets social distance even people like thay moving without masks opened even liquor shops curfew 7 pm words appeal office review need curfew nights,hyderabad,1
yes mam morning evening time curfew mostly gathering chabutras plz look matter,hyderabad,1
sir appreciate clarification related walking jogging inside gated community following physical distancing safety guidelines non curfew hours health impacts continue stay indoors completely – aparna cyberzon,hyderabad,1
probably reasons curfew 7p http 7a ensure youngsters dont drive cars speedily empty roads 2 ensure u r forced listen speeches mnstrs ur tv 3 police doctors amp nurses r good job get rest,mumbai,1
failure delhi govt implemented curfew true spirit,mumbai,1
would treated curfew though riots open essential 2 hrs etc missed point aim keep people home give want would opened shops 24 7 e commerce except large appliances etc,mumbai,1
cmomaharashtra mybmc mumbaipolice suggestion curfew 7pm 9am like delhi help police force get rest also half bmc wards open every alternate days remaining half monitoring easier lockdown 4 0,mumbai,1
mumbai needs curfew sir,mumbai,1
pratapgarh uttar pradesh public curfew lock complete roa https youtu bvcnawqplts via youtube,delhi,1
african countries put dusk dawn curfew maybe looking decided,delhi,1
saudi arabia orders 24 hour curfew five day eid holidays mecca continues remain total curfew https www opindia com 2020 05 saudi arabia 24 hour curfew eid holiday mecca medina closed via opindia com,delhi,1
arvindkejriwal sir curfew time 7 pm 7 followed,delhi,1
pmoindia cms night curfew strictly adhered states work individually ease lockdown rules problems come monsoons coming soon need ready amp prepared narendramodi,kolkata,1
aajtak pmoindia abpnews dear sir understand pressure economy public government giving relaxation request immediately take action curfew every place country solve problem within 45 days,kolkata,1
sir understand actually trying go home 14th april bike time didnt get curfew pass situation different many students coming states one stuck west bengal amp want return police allowing 1,kolkata,1
total curfew 21 days,kolkata,1
backdrop tikiapara vandalism really serious lockdown need proclaim 144 cr pc curfew make lockdown rigorously successful otherwise big bad day hv witness,kolkata,1
give well boiled ginger lemon etc drink people reduce corona general medicine,chennai,1
day 29 psalm 126 5 prayer affected corona pray 704401 people affected disease pray prevalent countries like usa italy china india countries the… https www instagram com p b vdilkngia igshid gtxibcut01ww,chennai,1
tamilnadu corona controlled government hard http work public may advise medicine treatment given government hospital chennai slowly resuming normal life panic,chennai,1
sorry hurt manner dont anything china good relations china comes corona virus unfortunately started china amp unfortunate thing chinese govt hide entire world,chennai,1
said occurs based models drawn experts india may face severely numbers deaths intensity spread across nation due dangerous novel corona virus ncovid19,chennai,1
dont let come true kerala founding stone corona virus india highly risky get phase iii,bangalore,1
sad still people aware coronacorona,bangalore,1
mispelled karona cross mark corona,bangalore,1
coronainpakistan guys calling chinesevirus chinesevirus19 chinesebioterrorism chineseviruscorona kyu china se phatati hai ya bheek nahi milegi baat ka darr hai follow profile dare say chinese virus coronacoronainpakistan chinesevirus chinesevirus19 chinesebioterrorism chineseviruscorona,bangalore,1
plz sir give 1chanas making corona viruas madison plz sir u halp,bangalore,1
ammarajyamlokadapabiddalu logic less sense less use less scrap dinnama corona pouting faceammarajyamlokadapabiddalu,hyderabad,1
whencoronavirusisover indians going continue handwashing way used corona outbreakwhencoronavirusisover corona,hyderabad,1
let ’ appreciate captain atleast demanding ’ discourage dear cm pls try push assembly restart corona,hyderabad,1
aipoindi bro 2008 recession even 10 current situation clients stopped hiring mostly anni companies employees ni lay chesthunaru us staffing hit peaks corona done ippudaithey kashtamey,hyderabad,1
happiness relief coronacorona,hyderabad,1
spread red heart selector let corona spread corona contribute request covid19 encourage thankyou clap india indian charity happy homequarantine follow inspiration life gratitude love everyday lockdown family spreadlove covid appreciate donation shoutout please viruscorona contribute request covid19 encourage thankyou thankyou clap india indian charity happy homequarantine follow inspiration life gratitude gratitude love everyday lockdown family spreadlove covid appreciate donation shoutout please virus,mumbai,1
spread red heart selector let corona spread corona contribute request covid19 thankyou clap india charity happy homequarantine inspiration life gratitude love everyday lockdown motivation family encouragement spreadlove covid appreciate donation shoutout please viruscorona contribute request covid19 thankyou thankyou clap india charity happy homequarantine inspiration life gratitude gratitude love everyday lockdown motivation family encouragement spreadlove covid appreciate donation shoutout please virus,mumbai,1
think corona took mom seriously behalf corona made vessels mopping floor spending quality time parents strictly eating healthy homemade food time swiggy zomato bringing essentials market etc justjoking quarantinelife bascoronabas face tears joy folded handsquarantinelife bascoronabas,mumbai,1
covid 19 may alter lot business models supply chains people ’ spending patterns investing style etc may actually refer bc ac corona corona virus overrated humanity underrated sir dmuthuk,mumbai,1
northeastindia treat indians many tribal people ne region facing racism across country mainlanders call coronavirus looks covid 19 coronaupdate coronavirusupdates coronafighters corona covid19indianortheastindia covid 19 coronaupdate coronavirusupdates coronafighters corona covid19india,mumbai,1
coronafighters possible remove hair scalp infected corona also help safety recognition drharshvardhan drhvoffice icmrdelhi whosearo mohfw india ayushmannhacoronafighters,delhi,1
indiafightscorona young corona warriors https www youtube com watch v ekai2cgawgi via namo appindiafightscorona,delhi,1
indiafightscorona young corona warriors https www youtube com watch v ekai2cgawgi via namo appindiafightscorona,delhi,1
narendramodi sir please announce 10 crore rupee give make medicin corona result zarur aayega sir every thing possible india folded hands folded hands folded hands folded hands,delhi,1
oh sang song chintia mare like corona mata ki kripa hoti na ye devi prakat hoti corona mata blessings disguise ho gayacorona,delhi,1
pm narendramodi ji r stand u modiji win corona battle sankalpa stayhomeindia indiafightscoronacorona stayhomeindia indiafightscorona,kolkata,1
realgoogleceo appeal donation india debacle corona victim honourable pm directly ever greatful thank,kolkata,1
propose properties earmarked development mandir masjid disciples acquired counter corona wars,kolkata,1
rahulgandhi asadowaisi amujournal ndtv ravishndtv aamaadmiparty msisodia incindia soniagandhimp priyankagandhi shashitharoor bdutt sardesairajdeep kanhaiyakumar sitaramyechury ’ muslim cristian community help victims corona comments please,kolkata,1
another person reported corona positive westbengal hooghly district total tally 21 coronaupdatewestbengal coronaupdate,kolkata,1
hmm heard abt bsl4 station ’ one biggest stations consists virus including plague small pox world level 4 highest safety lab ’ really impossible leak,chennai,1
entire world friend spread peace love unfortunately china spread deadly virus expect people nice,chennai,1
israel israel india india fire fire virus nation china together soon way america also payback china coz china confluence virusisrael india america china china,chennai,1
chinese virus,bangalore,1
develop virus develop vaccine release virus place maximum global migrants keep silent till reaches destination control local transmission area let world burn economies collapse tell vaccine chinabioterrorismchinabioterrorism,bangalore,1
thekanikakapoor tested positive 4th time kind attitude showing wants world decided cant accept infected carrying deadly virus inside covid coronavirusindia corona kanikakapoorcovid coronavirusindia corona kanikakapoor,bangalore,1
virus doesnt move people move stop moving virus stops moving virus dies simple stayathome stopthespread staysafe coronavirusstayathome stayathome stopthespread staysafe coronavirus,hyderabad,1
senseless movies watched quarantine 90ml software sudheer amma rayamlo kadapa biddalu fu k china virus,hyderabad,1
covid19 china viruscovid19,hyderabad,1
breaking telangana reports new corona virus death total 2nd death state,hyderabad,1
power workers deserve special mention applause much forefront battle corona virus respect folded hands folded hands folded hands konathamdileep shantathoutam,hyderabad,1
anti virus process till time use lockdown command,mumbai,1
narendramodi sir need apologizing sir u taking care every indian citizen proud prime minister like u safely handling remove virus india brothers sister safe god grace asap pmoindia,mumbai,1
virus dont discriminate royals rags let us see new cases days recoveries old cases lacs testing next 10 12 days decide relax lockdown gradually effective control isnt feasible slightly smiling face,mumbai,1
srbachchan sure win battel covid19 virus end world today era human technology human power humanity always support god punjab sindh gujrat maratha jai hind pm namopm,delhi,1
looks like conspiracy theory coming true china unleash bio weapon world even solution virus,delhi,1
demographic death message corona virus gone well within muslim community indeed pernicious role religious rhetoric questioned,delhi,1
corona virus went meme serious problem face medical mask,delhi,1
okay hear 1st april get told corona virus prank,delhi,1
dr anthony fauci assigned trump covid 19 predicted 100 000 deaths virus us complete one month lockdown favourably alter situation everyone must abstain outdoor activities save lives alternative,kolkata,1
lockdowns hoarding send inflation soaring economic growth may turn degrowth virus end world affecting livelihood lives almost entire planet lots job losses pay cuts etc cards prepare rough ride,kolkata,1
cd bring 12lakh privileged people abroad february without quarantining spread deadly virus 12 lakh internal migrants didnt think build nation isit crime treated like disposable people,kolkata,1
china ruined whole world suppressing facts corona virus whole world bleeding china must penalised boycotted forever,kolkata,1
china ruined whole world suppressing facts corona virus china must penalised boycotted forever,kolkata,1
get registered iya crave free online seminar treat corona virus naturally natural therapy ct iyacrave gmail com dr h hussain siddique chennai india,chennai,1
potus ask media houses like washingtonpost nytimes spread venom amp pedde lies social media corona virus india media creatures worse satan kill humans fake news amp paid news behest one act,chennai,1
shall abide 21 days lockdown rule includes staying home follow directions given government india prevent spread coronavirus ahamed riyas managing director sypa tree sypa group companies founder chennai 11 foot zone,chennai,1
part war coronavirus join supporting need helping hand critical hour inthistogether helpinghands countryinthistogether helpinghands,bangalore,1
wtf wrong americans buying spree guns australians toilet papers kill virus guns godblessthem coronavirususa coronavirus coronavirusupdate australia chinesevirus19 lockdown realdonaldtrumpgodblessthem coronavirususa coronavirus coronavirusupdate australia chinesevirus19 lockdown,bangalore,1
coronavirus live india toll 27 cases 1024 global deaths top 33 000,bangalore,1
